judul,isi_berita,tanggal,kategori,url
Tim Karate Jatim Tambah Satu Medali Perak dan Perunggu di PON XXI Aceh Sumut 2024,"Laporan Wartawan Tribun Jatim Network, Khairul Amin TRIBUNJATIM.COM, ACEH - Tim Karate Jawa Timur (Jatim) menambah dua medali, yaitu satu medali perak dan satu medali perunggu, di ajang Pekan Olahraga Nasional atau PON XXI Aceh Sumut 2024. Dua medali tersebut didapat tim Karate Jatim pada gelaran hari kedua yang berlangsung di Gedung Serbaguna Unimed Medan, Selasa (17/9/2024). Medali perak dipersembahkan oleh Ignatius Joshua Kandou dari nomor kumite perorangan -75 kg putra, ia gagal meraih emas karena kalah 3-2 dari perwakilan DKI Jakarta, Muhammad Miguel. Sementara medali perunggu didapat Jatim dari nomor kata beregu putri lewat tiga karateka; Zaqiya Aulia Rahmadini, Meisya Putri Nuraini, dan Indira Maureen Rheifa Wibowo. Raihan dua medali ini jauh dari harapan, karena Jatim di gelaran hari kedua kali ini sejatinya mengirimkan karateka andalan di lima nomor yang dimainkan. ""Mereka sudah maksimal dan mereka sudah berjuang, tapi kalau dilihat hasilnya kan seperti itu, mereka gak mau kalah,"" kata pelatih kepala tim Karate Jatim, Umar Syarief pada Tribun Jatim Network setelah pertandingan. Secara permainan, pelatih kelahiran Sidoarjo, Jawa Timur, itu secara tegas menyebut karateka Jatim di atas kertas unggul.  Baca juga: Tim Sepak Bola Jatim Melaju ke Final PON XXI 2024 Usai Kalahkan Aceh 3-2, Kinerja Wasit Dipuji Ia mencontohkan pertandingan nomor kumite perorangan -75 kg putra, Ignatius Joshua Kandou pukulannya masuk, tapi oleh wasit dinilai tidak mendapat poin. Hal berbeda didapat lawan. ""Ini olahraga karate, kalau gerak sedikit saja kalau eror ya eror, goyang sedikit kalau sudah dipilih siapa yang menang ya pasti akan seperti itu,"" terangnya. Sebagai mantan atlet yang sudah lima kali mentas di PON dengan nomor yang diikuti selalu mendapat medali emas, juga meraih total 12 medali Emas ajang SEA Games, Umar Syarief mengaku paham betul pertandingan yang ""tak wajar."" ""Tapi kami gak akan menyerah. Lihat sendiri bagaimana mereka berjuang. Gak hanya lawan Jatim saja, sama daerah lain juga digituin,"" tambahnya. Menyisakan dua hari lagi untuk gelaran cabor karate di PON kali ini, Umar Syarief menegaskan kontingen Jatim akan memaksimalkan 7 nomor sisa yang masih akan dimainkan. ""Kami akan berusaha memberikan yang terbaik untuk Jatim, mohon doa dan dukungannya untuk masyarakat Jatim,"" pungkas pelatih yang saat ini tinggal di Dubai, UEA itu.","Tayang: Rabu, 18 September 2024 07:19 WIB",Olahraga Lain,https://jatim.tribunnews.com/2024/09/18/tim-karate-jatim-tambah-satu-medali-perak-dan-perunggu-di-pon-xxi-aceh-sumut-2024
Onesimus Berthyoni Sasabone: Dari Lapangan Basket ke Dunia Lari,"TRIBUNJATIM.COM, SURABAYA - Di tengah kesibukan ajang Honda DBL with Kopi Good Day 2024 East Java-North, banyak atlet pelajar menunjukkan bakat dan dedikasi mereka tidak hanya dalam olahraga utama mereka, tetapi juga dalam aktivitas tambahan. Salah satunya adalah Onesimus Berthyoni Sasabone, center tim putra SMAN 19 Surabaya, yang dikenal dengan panggilan One. Sejak awal masa SMP, kecintaan One terhadap basket sudah tidak diragukan lagi. Hal ini terbukti dengan perannya yang konsisten dalam skuad Nineteen (sebutan tim SMAN 19 Surabaya) selama tiga musim berturut-turut di DBL. Pada lima pertandingan musim ini, One mencatatkan impresif 27 poin, 22 rebound, 7 assist, dan 11 steal. Namun, persiapan menjelang Honda DBL 2024 East Java-North juga membawanya ke hobi baru yang mengejutkan—lari. Melalui Instagram pribadinya, terlihat jelas bahwa One sering berpartisipasi dalam berbagai event olahraga lari. “Awalnya cuma coba-coba, ternyata ketagihan. Sampai beli sepatu dan sering ikut lomba sebagai persiapan fisik untuk DBL,” ungkap One. Pemain bernomor punggung 55 ini menjelaskan bahwa minatnya terhadap lari muncul secara alami tanpa adanya dorongan khusus. Kegemaran barunya ini ternyata membawa dampak positif bagi performanya di lapangan basket. “Ini buat motivasi diri sendiri. Aku ingin menjadi yang tercepat, jadi aku serius mempersiapkan diri,” tambahnya. Sejak Mei lalu, One mulai fokus pada hobi larinya. “Sekarang aku berhenti sejenak untuk fokus di DBL, tapi nanti aku lanjut lagi. Sampai sekarang, aku sudah ikut empat event dengan jarak terjauh 14 kilometer,” kata One. Menariknya, sebelum berlomba, One memiliki kebiasaan unik—makan cokelat. “Saya suka makan cokelat sebelum lari. Rasanya enak dan memberikan energi untuk lari,” ujarnya sambil tertawa.  Baca juga: Dari Kancah Internasional ke DBL Arena: Justin Patrick Alex Pimpin Sinlui Raih Kemenangan Perdana One juga mencatat perbedaan signifikan dalam persiapan untuk basket dan lari. “Latihannya sangat berbeda. Basket melibatkan semua otot, sedangkan lari lebih fokus pada otot kaki. Jadi, program latihannya pun berbeda,” jelasnya. Bagi mereka yang tertarik untuk mulai berlari, One berbagi beberapa tips berguna: “Percaya diri saja dulu dan jangan malu dengan perlengkapan yang ada. Mulai dengan latihan ringan dan maksimalkan perlengkapan yang ada. Setelah lari sudah maksimal, barulah investasi dalam perlengkapan yang lebih baik.” Ia juga menekankan pentingnya tidak memaksakan diri untuk menghindari cedera. “Jika kemampuanmu hanya untuk jogging, lakukan jogging terlebih dahulu daripada berisiko cedera. Dan jangan lupa berdoa supaya tidak cedera.” One tidak main-main dengan hobi barunya ini dan telah menetapkan target ambisius. “Target saya adalah ikut lomba 21 kilometer dengan rata-rata pace empat menit per kilometer,” pungkasnya. Honda DBL with Kopi Good Day 2024 East Java-North sendiri merupakan rangkaian panjang kompetisi basket DBL. Honda DBL with Kopi Good Day 2024-2025 digelar di 31 kota dan 23 provinsi se-Indonesia. Setiap tahunnya, DBL Indonesia memilih student athlete terbaik dari masing-masing kota untuk diseleksi menjadi DBL Indonesia All-Star melalui program DBL Camp. Honda DBL with Kopi Good Day 2024-2025 juga menampilkan kompetisi 3X3. Semua pertandingan Honda DBL with Kopi Good Day 2024-2025 disiarkan live di channel YouTube DBL Play.  Baca juga: Perjalanan Inspiratif Risky Bayu Cendikiawan di Honda DBL with Kopi Good Day 2024 East Java-North","Tayang: Selasa, 17 September 2024 18:04 WIB",Basket,https://jatim.tribunnews.com/2024/09/17/onesimus-berthyoni-sasabone-dari-lapangan-basket-ke-dunia-lari
"Sosok Roike Wane, Wasit Tinju di PON 2024 Tuai Kontroversi Terlalu Bela Tuan Rumah, Kini Dipecat","TRIBUNJATIM.COM - Dalam pertandingan tinju pada Pekan Olahraga Nasional (PON) 2024 lalu, menuai kontroversi. Diketahui, kontroversi terjadi di duel Joshua Juan Vargas Harianja (Sumatera Utara) melawan petinju Lampung, Rusdianto Suku. Pasalnya saat itu sang wasit tinju diduga melakukan tindakan dan keputusan kontroversial karena berat sebelah membela tuan rumah.  Baca juga: Jawab Hujatan Nasi Boks PON 2024, Menpora Dito Buktikan Makan Lahap Semua Menunya: Lapar, Enak Sebagaimana diketahui, gelaran PON 2024 Aceh-Sumut memang ramai menjadi perbincangan di Tanah Air. Hal ini dikarenakan penyelanggaraannya yang terkesan amburadul dan asal-asalan. Tidak hanya dari segi teknis seperti laga yang berlangsung kisruh. Namun kejadian lain juga mengundang geram publik Indonesia. Mulai dari perihal venue tak memadai hingga konsumsi bagi para atlet dan wasit yang tak layak untuk diberikan. Kontroversi PON 2024 juga tak luput dari cabang olahraga tinju. Tepatnya di babak perempat final yang berlangsung di Gedung Nommensen Siantar, Sabtu (14/9/2024). Dalam pertandingan yang mempertemukan petinju Sumut, Joshua Juan Vargas Harianja melawan petinju Lampung, Rusdianto Suku, wasit diduga telah melakukan tindakan dan keputusan kontroversial. Video pertandingan yang menunjukkan kontroversi wasit juga beredar di media sosial X, Minggu (15/9/2024) siang, WIB. Wasit Roike Wane yang memimpin pertandingan kelas 75-80 kg tersebut dinilai kerap membuat keputusan yang merugikan petinju Lampung dan lebih menguntungkan tuan rumah. Dalam video yang viral di media sosial, keanehan terlihat pada pertandingan ronde ketiga, saat Joshua terkena pukulan keras dari Rusdianto hingga membuatnya terjatuh.","Tayang: Selasa, 17 September 2024 17:29 WIB",Tinju,https://jatim.tribunnews.com/2024/09/17/sosok-roike-wane-wasit-tinju-di-pon-2024-tuai-kontroversi-terlalu-bela-tuan-rumah-kini-dipecat
"Kandaskan Jabar, Boling Jatim Tim-4 Putri Raih Emas PON XXI 2024, Buka Peluang Juara Umum","Laporan Wartawan Tribun Jatim Network, Khairul Amin TRIBUNJATIM.COM, MEDAN - Boling Jawa Timur (Jatim) nomor tim-4 putri berhasil meraih medali emas Pekan Olahraga Nasional (PON) XXI Aceh-Sumut 2024. Hal itu dipastikan setelah perwakilan Jatim di nomor ini: Sharon A Limansantoso, Putty Insavilla, Shinta Ceysaria, dan Tannya Roumimper berhasil menang 2-0 dari wakil Jawa Barat di laga final. Pertandingan final yang berlangsung di GOR Bowling Disporasu, Medan, Minggu (15/9/2024) ini berjalan ketat. Jarak poin dua gim yang dimainkan sangat tipis. Jatim meraih poin 808 di gim pertama, berjarak 66 poin dari Jabar. Gim kedua, Jabar memberi perlawanan, sempat terjadi kejar-kejaran poin, namun Jatim tampil konsisten berhasil mengumpulkan poin 728, selisih 39 dari Jabar.  Baca juga: Tim Boling Jatim Nomor Tim-4 Putra Melaju ke Semifinal PON XXI 2024, Bakal Tantang Jabar Wakil Ketua 1 KONI Jatim, M Ali Afandi, mengaku senang dengan tambahan perolehan medali, menjadikan Jatim tetap memimpin perolehan medali sementara dengan raihan 3 medali emas, 3 perak dan 5 perunggu. Peringkat kedua ada Sumatera Utara dengan raihan 3 medali emas, 2 perak, dan 3 perunggu. Jawa Barat ada di posisi ketiga dengan bekal 3 medali emas, 2 perak, 1 perunggu. ""Alhamdulillah kami masih leading, masih juara umum secara keseluruhan. Besok masih ada dua medali yang harus diperebutkan, Putra Putri Master,"" kata M Ali Afandi. Meski tidak mudah, ia cukup yakin peboling Jatim mendulang tambahan emas. Tambahan satu medali emas memastikan diri kontingen Jatim sebagai juara umum.  Baca juga: Penampakan Snack Malam Atlet PON XXI Aceh-Sumut Tuai Hujatan, Isinya Roti dan Minuman Santan Kemasan ""Kami percaya, semoga bisa mendapatkan emas. Mohon dukungan dan  doanya. Tetapi tetap tidak boleh Jumawa, tetap harus waspada,"" jelasnya. ""Secara teknik, pengalaman, komponen pelatih, kohesivitas tim juga Jatim punya keunggulan dibanding provinsi lain,"" pungkasnya. Terpisah, pelatih boling Jatim, Harijono Budiman menyebut medali emas di nomor tim-4 putri sudah diprediksi sejak awal karena secara kualitas cukup baik. ""Memang di atas kertas pemain Jatim lebih unggul. Tapi karena tim, perjuangan dan kerjasama tim yang baik menjadi kunci utama,"" terang Harijono Budiman pada Tribun Jatim Network. Nomor master putra, Jatim mengirimkan 3 peboling terbaiknya. Sementara di nomor master putri, meloloskan 4 peboling. Nomor ini akan dimainkan Selasa-Rabu (17-18/9/2024) di tempat sama","Tayang: Senin, 16 September 2024 22:55 WIB",Olahraga Lain,https://jatim.tribunnews.com/2024/09/16/kandaskan-jabar-boling-jatim-tim-4-putri-raih-emas-pon-xxi-2024-buka-peluang-juara-umum
"Kalahkan Tuan Rumah Sumut, Tim Voli Indoor Putri Jatim Jumpa DKI Jakarta di Semifinal PON XXI 2024","Laporan Wartawan Tribun Jatim Network, Khairul Amin TRIBUNJATIM.COM, MEDAN - Tim Voli Indoor Putri Jatim menang meyakinkan 0-3 (10-25, 13-25,18-25) dari kontingen tuan rumah, Sumatera Utara (Sumut) di babak perempat final PON XXI 2024. Skuad asuhan Alim Suseno itu langsung tampil impresif sejak set pertama yang berlangsung di GOR Voli Indoor Sumut Sport Center Sumut, Deli Serdang, Senin (16/9/2024) sore. Sumut sempat memberi perlawanan berarti di set ketiga, mempersempit jarak poin. Dukungan ribuan suporter tuan rumah memberi semangat tersendiri bagi tim Sumut. Namun, dominasi Jatim yang di laga ini disaksikan langsung Ketua Umum Pengprov Persatuan Bola Voli Seluruh Indonesia (PBVSI) Jatim, Irjen Pol Drs Imam Sugianto, M.Si tidak terpatahkan, mengakhiri pertandingan dengan skor telak 0-3.  Baca juga: Aksi Tim Voli Putri Jawa Timur Kalahkan Jawa Barat di Bhayangkari Cup 2024, Kapolda Beri Apresiasi Pelatih tim voli putri Jawa Timur, Alim Suseno enggan sesumbar meski menang dengan skor telak pada laga ini. ""Kami menghimbau ke anak-anak setiap main lawan siapapun tetep all out tetep fight. Sama lihat kondisi di lapangan, kondisi gimana, kami infokan ke anak-anak,"" kata Alim Suseno pada surya.co.id setelah pertandingan. Menjaga kebugaran pemain disebutnya penting karena jadwal di PON kali ini cukup padat. Seperti di laga tadi, unggul dengan jumlah poin banyak dimanfaatkannya untuk merotasi pemain. Selain menjaga kebugaran, rotasi itu disebutnya agar sentuhan pemain yang jarang mendapat menit sebelumnya tidak hilang.  Baca juga: Pertahankan Tradisi, Atlet Catur Probolinggo Antarkan Jatim Raih Emas PON XXI Aceh-Sumut 2024 ""Bukan karena kami bermaksud meremehkan lawan, kami lihat situasi di lapangan juga, harus bagaimana kami ganti,"" terangnya. ""Pemain yang kami ganti dilapangan istilahnya kalau kurang maksimal kita ganti. Nanti suatu saat membutuhkan mereka di situasi tertentu,"" tambah Alim Suseno. Babak selanjutnya, Jatim akan menghadapi DKI Jakarta yang di laga lebih awal di tempat sama menumbangkan DI Yogyakarta 3-1 (23-25, 25-19, 25-21 dan 25-21). Babak semifinal akan dimainkan di tempat sama, Rabu (18/9/2024) mendatang. Alim Suseno menyebut laga selanjutnya lawan yang dihadapi lebih sulit, dengan kekuatan cukup merata.  Baca juga: Penampakan Snack Malam Atlet PON XXI Aceh-Sumut Tuai Hujatan, Isinya Roti dan Minuman Santan Kemasan ""DKI merata, bahkan mereka punya Santi, punya bomber, makanya itu kami perhatikan di bombernya itu, tadi (lawan DI Yogyakarta) yang dapat poin banyak di Santi,"" ungkapnya. Meski memiliki bomber, Alim Suseno tidak mau hanya fokus pada satu-dua pemain. ""Semua di lapangan kami antisipasi, soalnya kami gak tahu keadaan di lapangan. Tahunya lainnya lebih baik dari itu, makanya kami antisipasi semuanya,"" pungkas Alim Suseno  Baca juga: Laga Sepak Bola Jatim vs Aceh di Semifinal PON XXI 2024 akan Dipimpin Wasit Terbaik Liga 1 dan 2","Tayang: Senin, 16 September 2024 20:01 WIB",Olahraga Lain,https://jatim.tribunnews.com/2024/09/16/kalahkan-tuan-rumah-sumut-tim-voli-indoor-putri-jatim-jumpa-dki-jakarta-di-semifinal-pon-xxi-2024
"Sosok Shera Pemain Basket Putri SMAN 16 Surabaya, Tetap Main Meski Sakit : Ayo Rek Kita Bisa!","TRIBUNJATIM.COM, SURABAYA - Semangat juang yang tinggi tampaknya menjadi kekuatan utama bagi Queen Shera F. Pattipeilohy, pemain tim basket putri SMAN 16 Surabaya, yang dikenal dengan nama tim Sixteen. Meskipun dalam kondisi tubuh yang kurang prima, Shera tetap menunjukkan dedikasinya untuk membela timnya di pertandingan penting melawan SMA Gloria 2 Surabaya, yang dikenal sebagai Gloria 2. Dalam laga yang diadakan pada Senin, 16 September 2024, Sixteen meraih kemenangan impresif dengan skor 41-5. Kemenangan ini menandai awal yang baik di Round 2 Honda DBL with Kopi Good Day 2024 East Java-North. Shera, yang mengenakan jersey nomor enam, mengungkapkan bahwa meskipun kondisi fisiknya tidak optimal, ia tetap berusaha memberikan yang terbaik untuk tim. “Menurutku tadi masih kurang maksimal. Awal kuarter juga bad game. Kondisi tim juga kurang fit,” kata Shera saat ditemui setelah pertandingan. Meskipun demikian, Shera mencatatkan 10 poin, 2 rebounds, 1 assist, dan 3 steals dalam pertandingan tersebut.  Baca juga: Xtatix Tampil Energik dan Ekspresif di Honda DBL with Kopi Good Day 2024 East Java-North Dengan semangat “Ayo rek kita bisa,” Shera memotivasi rekan-rekannya untuk tetap berjuang meski dalam kondisi yang tidak ideal. “Akhirnya aku motivasi temen-temen. Ayo rek kita bisa,” ujarnya dengan penuh semangat. Kemenangan ini menjadi pencapaian berharga bagi Sixteen, terutama karena mereka berhasil mengalahkan tim yang sebelumnya merupakan bagian dari Big Eight musim lalu. Shera merasa bangga dengan hasil tersebut.  Baca juga: Dari Kancah Internasional ke DBL Arena: Justin Patrick Alex Pimpin Sinlui Raih Kemenangan Perdana “Bangga Mas. Ya, awalnya kita kepikiran sih. Cuman kemarin itu kita sempet sharing pengalaman musim lalu, terus giat latihan,” ungkap Shera, yang merupakan kelahiran Surabaya. Di luar lapangan, Shera juga mulai merencanakan masa depannya dengan memikirkan universitas impian. “Ambil jurusan hukum Mas. Tim basketnya juga bagus-bagus Mas,” kata Shera, yang berencana melanjutkan studi di Universitas Airlangga sambil tetap aktif bermain basket. Untuk mempersiapkan diri sebelum pertandingan, Shera memiliki ritual pemanasan sendiri. Biasanya, ia jogging ringan di lorong ruang ganti DBL Arena Surabaya sambil mendengarkan lagu favoritnya, “Gasolina” oleh Ramengvrl, untuk menenangkan diri dan meningkatkan semangat.  Baca juga: Trengginas, Basket Putri SMAN 1 Sutojayan Tekuk Smarihasta dengan Skor Telak 56-7 di Honda DBL 2024 Apakah Sixteen akan mampu meraih pencapaian tertinggi di musim ini? Ikuti terus perjalanan Shera dan timnya di Honda DBL with Kopi Good Day 2024 East Java-North. Honda DBL with Kopi Good Day 2024-2025 digelar di 31 kota dan 23 provinsi di seluruh Indonesia. Setiap tahunnya, DBL Indonesia memilih atlet pelajar terbaik dari masing-masing kota untuk diseleksi menjadi DBL Indonesia All-Star melalui program DBL Camp.","Tayang: Senin, 16 September 2024 18:50 WIB",Basket,https://jatim.tribunnews.com/2024/09/16/sosok-shera-pemain-basket-putri-sman-16-surabaya-tetap-main-meski-sakit-ayo-rek-kita-bisa
Korean Reog Ponorogo dari Tentacles: Lestarikan Budaya Jawa di DBL!,"TRIBUNJATIM.COM, SURABAYA - Pasukan Tentacles, suporter SMAN 10 Surabaya, kembali melanjutkan misi mereka untuk melestarikan budaya Jawa dengan menampilkan koreografi (koreo) yang terinspirasi dari kisah Reog Ponorogo. Setelah sebelumnya menghadirkan sosok Hanoman, kini mereka menyuguhkan tiga koreo 3D yang memukau, lengkap dengan banner besar sebagai latar belakang. Tribun timur DBL Arena Surabaya dipenuhi dengan karakter Prabu Kelono Suwandono dan Singa Barong, sementara 800 suporter dengan semangat melantunkan chant. “Kita mengisahkan Prabu Kelono Suwandono yang mengikuti sayembara dengan Singo Barong. Intinya, cerita tentang Reog Ponorogo,” jelas Marco, koordinator Tentacles. Marco menambahkan bahwa aksi mereka dalam melestarikan budaya Jawa masih jauh dari selesai. Mereka menjanjikan penampilan yang lebih spektakuler di laga mendatang.  Baca juga: Meski Kekurangan Pemain, SMAN 2 Lumajang Bekuk SMAN 3 Lumajang di DBL 2024 Series Jember “Konsep bercerita ini akan berlanjut dengan kejutan di pertandingan selanjutnya,” ujarnya. Menariknya, koreo tersebut baru diselesaikan satu jam sebelum pertandingan SMAN 10 Surabaya melawan SMAN 1 Sidoarjo. Marco mengungkapkan bahwa timnya sudah terlatih untuk bekerja di bawah tekanan waktu.  “Ini masih mending, karena sebelumnya kita hanya punya sembilan jam untuk menyelesaikannya. Optimis saja yang penting,” tambahnya.  Baca juga: Kemenangan Srikandi Smada, Didorong oleh Kreativitas Arek Smada dan Kehadiran Kazuya di DBL Arena Kerja keras Tentacles tidak sia-sia. Tim basket Kesatria Bigten berhasil meraih kemenangan, mendekatkan mereka ke babak Playoffs. Marco berharap timnya bisa terus berjuang, terutama menghadapi rival berat seperti SMAN 16 Surabaya, pemilik tiket Big Eight musim lalu. “Harapan kita untuk tim Bigten adalah menang dan berusaha semaksimal mungkin,” tegas Marco. Tentacles juga bertekad untuk menampilkan koreo yang lebih memanjakan mata di laga berikutnya.   Baca juga: Trengginas, Basket Putri SMAN 1 Sutojayan Tekuk Smarihasta dengan Skor Telak 56-7 di Honda DBL 2024 “Kami tidak mau kalah dengan sekolah lain. Kejutan menarik pasti akan disiapkan,” pungkasnya. Dengan semangat yang menggebu, Tentacles siap memanjakan penonton dan melestarikan budaya Jawa di ajang Honda DBL with Kopi Good Day 2024-2025, yang digelar di 31 kota dan 23 provinsi di seluruh Indonesia.","Tayang: Sabtu, 21 September 2024 18:14 WIB",Basket,https://jatim.tribunnews.com/2024/09/21/korean-reog-ponorogo-dari-tentacles-lestarikan-budaya-jawa-di-dbl
"Meski Kekurangan Pemain, SMAN 2 Lumajang Bekuk SMAN 3 Lumajang di DBL 2024 Series Jember","Laporan Wartawan Tribun Jatim Network, Imam Nawawi TRIBUNJATIM.COM, JEMBER - Tim basket putra SMAN 2 Lumajang menaklukkan SMAN 3 Lumajang dalam pertandingan Honda DBL with Kopi Good Day East Java East 2024 series Jember, Sabtu (21/9/2024). Tim basket andalan suporter Smada Redforce Mania ini mengalahkan pemain SMAN 3 Lumajang dengan skor akhir 43-19 dalam game competition 5x5 di GOR Garuda Kaliwates Jember. Pemain basket SMAN 2 Lumajang menggunakan kostum biru dongker saat bertanding. Sementara siswa SMAN 3 Lumajang mengenakan pakaian warna putih. Selama 4 kuarter pertandingan, tim basket SMAN 2 Lumajang menguasai permainan bola, dan memanfaatkan setiap peluang untuk mendapatkan poin. Bahkan nyaris pemain SMAN 3 Lumajang tidak mendapatkan celah sama sekali. Pantauan di lapangan, pemain SMAN 2 Lumajang bernama Hezkia Venovian Saputro nomor punggung 30 mendadak terjatuh saat melakukan serangan di garis pertahanan SMAN 3 Lumajang hingga harus mendapatkan penanganan medis. Namun hal tersebut tidak membuat SMAN 2 Lumajang menyerah. Mereka masih mampu mempertahan keunggulan, bahkan masih bisa mengimbangi permainan bola tim SMAN 3 Lumajang.  Baca juga: Kemenangan Srikandi Smada, Didorong oleh Kreativitas Arek Smada dan Kehadiran Kazuya di DBL Arena Pelatih SMAN 2 Lumajang, Naufal Arif mengatakan, hasil pertandingan ini menjadi awal yang bagus, sebagai bekal menghadapi babak berikutnya di turnamen Honda DBL with Kopi Good Day 2024. ""Meskipun kami kekurangan pemain, karena kami hanya membawa 9 pemain. Sehingga masih belum maksimal, artinya masih banyak pekerjaan yang perlu disiapkan,"" ujarnya. Naufal mengakui ada anak asuhnya yang terjatuh di tengah jalannya pertandingan. Hal tersebut karena pemain tersebut mengalami kram di bagian kakinya karena terlalu lama bermain.","Tayang: Sabtu, 21 September 2024 15:58 WIB",Basket,https://jatim.tribunnews.com/2024/09/21/meski-kekurangan-pemain-sman-2-lumajang-bekuk-sman-3-lumajang-di-dbl-2024-series-jember
"Raih 7 Medali Emas, Ski Air Jawa Timur Berhasil Jadi Juara Umum di PON XXI 2024","Laporan Wartawan Tribun Jatim Network, Khairul Amin TRIBUNJATIM.COM, MEDAN - Tim Ski Air Jawa Timur (Jatim) menjadi juara umum Pekan Olahraga Nasional atau PON XXI Aceh Sumut 2024, Jumat (20/9/2024). Kepastian itu didapat, setelah Ski Air Jatim berhasil meraih 7 medali emas, 2 perak, dan 5 perunggu pada perlombaan yang berlangsung di Danau Toba, Kabupaten Toba, Medan. Peringkat kedua disusul kontingen DKI Jakarta yang berhasil meraih 3 medali emas, 5 perak, dan 2 perunggu. Kontingen Riau menempati peringkat ketiga dengan koleksi 2 medali emas, dan 3 perak. Ketua Pengprov Ski Air dan Wakeboard Indonesia (PSAWI) Jatim, Baiq Vera Yolandasari mengaku bangga dengan gelar juara umum. Namun, perempuan yang akrab disapa Yola itu berharap, atlet, pelatih, maupun semua pihak yang terlibat di cabang olahraga (Cabor) Ski Air Jatim tidak cepat puas. Sebaliknya, terus meningkatkan prestasi. Yola mengatakan, Cabor Ski Air yang sempat tidak dipertandingan di PON XX Papua, menjadi tantangan tersendiri untuk pengembangan semua daerah.  Baca juga: Tim Voli Indoor Putri Jawa Timur Juarai PON XXI 2024, Akhiri Puasa Gelar Selama 24 Tahun Butuh ketekunan agar bisa terus berpretasi di tengah perlombaan yang sempat ditiadakan. Terakhir kali Cabor Ski Air dilombakan ajang PON, yaitu PON XIX Jabar 2016, kala itu Jatim juga menjadi juara umum dengan raihan 6 medali emas. “Cukup struggle (perjuangan), dengan materi pemain yang sudah senior, baik pembibitan maupun pembinaan memudahkan kami dalam bekerja sama membangun tim yang solid,” ungkap Yola.","Tayang: Sabtu, 21 September 2024 13:06 WIB",Olahraga Lain,https://jatim.tribunnews.com/2024/09/21/raih-7-medali-emas-ski-air-jawa-timur-berhasil-jadi-juara-umum-di-pon-xxi-2024
Ribuan Atlet Ikuti Kejurprov Taekwondo Tingkat Pelajar dan Mahasiswa di GOR Ken Arok Malang,"Laporan Wartawan Tribun Jatim Network, Rifky Edgar TRIBUNJATIM.COM, MALANG - Sebanyak 3.100 atlet mengikuti Kejuaraan Provinsi (Kejurprov) Taekwondo Tingkat Pelajar dan Mahasiswa, di GOR Ken Arok Malang, Jumat (20/9/2024). Kejurprov ini digelar selama empat hari, mulai 19-22 September 2024. Event ini digelar oleh pengurus provinsi Taekwondo Indonesia (TI) Jawa Timur. Kejuaraan antar pelajar dan mahasiswa ini diikuti oleh atlet yang berasal dari 34 kota/kabupaten di Jawa Timur. Para atlet ini nantinya akan mengikuti 96 kelas yang dipertanggungkan dalam Kejurprov ini. Wakil Ketua Umum Pengprov TI Jatim, Hendra Prastiyawan mengatakan, event Kejurprov TI Jatim ini digelar untuk mencari bibit muda atlet taekwondo untuk berlaga di turnamen nasional. ""Kejurprov ini bertujuan untuk mencari atlet pelajar dan mahasiswa agar bisa berlaga sampai ke nasional,"" ucapnya. Hendra menjelaskan, event Kejurprov TI Jatim ini direncanakan dibuka langsung oleh Ketua Umum (Ketum) Pengprov TI Jatim, Brigjend TNI Yusman Madayun.  Baca juga: Rela Resign Kerja Demi Latihan Keras, Atlet Petanque Jombang ini Raup 2 Medali di PON XXI 2024 ""Event ini diikuti pelajar mulai dari SD, SMP, dan SMA, dan para mahasiswa, mereka terlihat sangat antusias mengikuti gelaran ini,"" jelasnya. Sementara itu, Ketua Panitia Kejurprov TI Jatim Tingkat Pelajar dan Mahasiswa 2024, Cahyono menjelaskan, terselenggaranya event Kejurprov TI Jatim ini berkat kerja sama dengan Pengprov TI Jatim, yang berkomitmen untuk mengangkat sport tourism. ""Event ini diharapkan bisa membawa dampak positif bagi masyarakat Kota Malang, khususnya warga sekitar GOR Ken Arok,"" tandasnya.","Tayang: Sabtu, 21 September 2024 07:50 WIB",Olahraga Lain,https://jatim.tribunnews.com/2024/09/21/ribuan-atlet-ikuti-kejurprov-taekwondo-tingkat-pelajar-dan-mahasiswa-di-gor-ken-arok-malang
